shared name,IDs,cor,p_value,Extract,F_5,F_6,F_7,F_8,F_9,F_10,F_11,F_12,F_13,F_14,F_15,F_16,F_17
30,401.232_1527.0,0.8787997068089916,3.507200645723863e-05,0.024296923749310174,0.0002233940847147222,4.482883007242974e-05,8.65046921084288e-10,0.00023839264199227906,7.216852601013576e-05,0.002490009752043873,0.000993327756480269,6.165689796525893e-05,0.034388733474986076,0.0020957795788127975,0.003262354936502533,0.0030270872216199727,0.0009371517458538932
31,404.17_605.0,0.22787638440603908,0.4333132294609793,3.930930485800146e-05,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,3.209307113850251e-11,3.6218852871765346e-11,2.981473128840779e-11,3.132689058663393e-11,2.9457701419473213e-11,2.5464854257300468e-11,2.3828781921550337e-11,0.0011186629817512934
32,410.158_731.0,0.22519902091810906,0.43888252271745054,0.00013904900005427874,6.464336309393652e-10,2.669299151852441e-06,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,3.209307113850251e-11,3.6218852871765346e-11,2.981473128840779e-11,4.73376727793302e-06,2.9457701419473213e-11,2.5464854257300468e-11,2.3828781921550337e-11,0.005685990618477202
33,414.173_687.0,0.233771077527466,0.4211776782406808,0.0004996701487828577,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,3.209307113850251e-11,1.0248725710973839e-06,2.981473128840779e-11,3.132689058663393e-11,2.9457701419473213e-11,2.5464854257300468e-11,2.3828781921550337e-11,0.009191540799224586
34,414.173_905.0,0.2272913954930492,0.4345270469353743,0.0003785155672359894,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,3.209307113850251e-11,3.6218852871765346e-11,2.981473128840779e-11,3.132689058663393e-11,2.9457701419473213e-11,2.5464854257300468e-11,3.401047696856618e-06,0.011334430578062443
35,417.335_1560.0,-0.19716067034368379,0.49928929222426854,2.4459455975742074e-11,6.464336309393652e-10,0.0006529118789254246,0.00028183053655332093,0.015844493409405545,9.596078615325352e-06,3.209307113850251e-11,3.6218852871765346e-11,2.981473128840779e-11,3.132689058663393e-11,2.9457701419473213e-11,6.44202174025858e-07,2.3828781921550337e-11,1.845665318083017e-11
36,418.187_923.0,0.16686408423352328,0.5685690017151519,2.3293126786238672e-05,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,3.209307113850251e-11,3.6218852871765346e-11,2.981473128840779e-11,3.132689058663393e-11,2.9457701419473213e-11,2.5464854257300468e-11,0.00023294389766085076,0.0007145551349126304
37,419.193_691.0,-0.16129799267127984,0.5817144708038682,8.510080841248446e-05,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,3.209307113850251e-11,3.6218852871765346e-11,2.981473128840779e-11,3.132689058663393e-11,2.9457701419473213e-11,2.5464854257300468e-11,0.0076947179210737566,0.00022764126349052212
38,421.162_672.0,0.235901283511049,0.41683524383532244,0.00382927601572456,1.3552170480677135e-05,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,3.209307113850251e-11,3.6218852871765346e-11,2.981473128840779e-11,3.132689058663393e-11,2.9457701419473213e-11,2.5464854257300468e-11,2.469646605354747e-06,0.06227586108192289
39,421.18_832.0,0.21995368640583213,0.44989619358954397,0.0002048655688405458,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,3.209307113850251e-11,3.6218852871765346e-11,2.981473128840779e-11,3.132689058663393e-11,2.9457701419473213e-11,2.5464854257300468e-11,1.8099767039472654e-06,0.02101488525003765
40,421.181_1077.0,0.23031470280038557,0.42827226015339864,0.00028727282055991205,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,3.209307113850251e-11,3.6218852871765346e-11,2.981473128840779e-11,3.132689058663393e-11,2.9457701419473213e-11,2.5464854257300468e-11,3.512908608535284e-05,0.006266525707754052
41,425.175_708.0,0.2361570000319046,0.4163155117074755,0.002691302915682449,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,3.209307113850251e-11,3.6218852871765346e-11,2.981473128840779e-11,7.491417164984709e-07,2.9457701419473213e-11,2.5464854257300468e-11,6.738106921918649e-05,0.042772399706293845
42,425.377_1935.0,-0.2589283593336535,0.3713871183773012,5.901259679858806e-05,6.464336309393652e-10,0.0010160582959887168,0.003353458762684553,0.011215298297009001,0.0003896238440771446,3.209307113850251e-11,1.7416050452827292e-06,2.981473128840779e-11,3.132689058663393e-11,2.9457701419473213e-11,2.5464854257300468e-11,2.3828781921550337e-11,1.845665318083017e-11
43,428.169_812.0,0.2242575145296114,0.4408494345742961,6.546197843866261e-05,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,7.471406993047041e-07,3.209307113850251e-11,3.6218852871765346e-11,2.981473128840779e-11,3.132689058663393e-11,2.9457701419473213e-11,2.5464854257300468e-11,2.567489957271312e-06,0.0027299748371764658
44,428.189_1188.0,0.21720193837877055,0.45572790595184554,3.138127677758199e-05,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,3.209307113850251e-11,3.6218852871765346e-11,2.981473128840779e-11,3.132689058663393e-11,2.9457701419473213e-11,2.5464854257300468e-11,5.940089467434875e-05,0.0015345639760532847
45,431.164_790.0,0.23084646522562638,0.4271768496886893,0.0005492717263519759,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,3.209307113850251e-11,3.6218852871765346e-11,2.981473128840779e-11,3.132689058663393e-11,2.9457701419473213e-11,2.5464854257300468e-11,2.3828781921550337e-11,0.012266065477090363
46,431.164_975.0,0.2224580333118941,0.444620921941576,2.597221027136422e-05,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,3.209307113850251e-11,3.6218852871765346e-11,2.981473128840779e-11,3.132689058663393e-11,2.9457701419473213e-11,2.5464854257300468e-11,2.3828781921550337e-11,0.001467020454539159
47,432.167_788.0,0.22824876149471843,0.43254145718117587,7.454047576684438e-05,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,3.209307113850251e-11,3.6218852871765346e-11,2.981473128840779e-11,3.132689058663393e-11,2.9457701419473213e-11,2.5464854257300468e-11,8.536581447097297e-06,0.0019343662638816837
48,432.184_803.0,-0.08357246919920094,0.7763782424510344,0.0002749141300904089,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,3.209307113850251e-11,3.6218852871765346e-11,2.981473128840779e-11,3.132689058663393e-11,2.9457701419473213e-11,2.5464854257300468e-11,0.009457076479225552,0.003302277124050494
49,435.177_919.0,0.3478956927761878,0.22289146485155492,0.009141117720492593,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,3.209307113850251e-11,3.6218852871765346e-11,2.981473128840779e-11,3.132689058663393e-11,2.9457701419473213e-11,2.5464854257300468e-11,0.0003731919193378463,0.00257559888101163
50,439.357_1214.0,-0.19758495515244687,0.4983476909758373,2.301569292175309e-05,6.464336309393652e-10,8.71737697824509e-05,0.002005303809931057,0.036733126280014385,0.0001787740034118128,3.209307113850251e-11,4.636069759543576e-06,3.644498621068841e-05,3.132689058663393e-11,2.9457701419473213e-11,2.5464854257300468e-11,2.3828781921550337e-11,1.845665318083017e-11
51,439.357_1157.0,-0.22483552928848774,0.43964137779420076,9.95475414166184e-05,6.464336309393652e-10,7.648357561959887e-05,0.004299459369784672,0.02183516754378786,0.00047680131765202123,3.209307113850251e-11,3.6218852871765346e-11,0.00012961515882752765,3.132689058663393e-11,5.758958878886055e-06,2.5464854257300468e-11,2.3828781921550337e-11,9.337951179485344e-07
52,439.357_1577.0,-0.21658462109960563,0.4570412208685118,0.00012837705257602225,6.464336309393652e-10,0.0014010292632486735,0.004180801374101145,0.035369496167441936,8.760502218710059e-05,1.4144788805018159e-05,2.2108180770595554e-05,2.087667577577919e-05,6.781284281903527e-07,2.9457701419473213e-11,8.375676448958929e-06,3.4589002096488427e-06,1.845665318083017e-11
53,441.372_1526.0,-0.2001993652419512,0.4925637796340916,1.2780043963733742e-05,1.7421883803887908e-05,0.0010437853430744289,0.002195818560457991,0.04552437545496828,7.111089746874224e-05,5.336543807536358e-06,9.557219312506732e-06,2.5058593288372233e-05,3.132689058663393e-11,2.9457701419473213e-11,2.5464854257300468e-11,2.3828781921550337e-11,6.173930729279995e-07
54,442.168_776.0,0.23147630407599423,0.42588124193060384,0.0021451916560519552,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,3.209307113850251e-11,3.6218852871765346e-11,2.981473128840779e-11,3.132689058663393e-11,7.58492372930345e-07,2.5464854257300468e-11,3.9532106239524875e-05,0.045382856518318616
55,442.186_1085.0,0.23079600227264596,0.42728074053000736,0.0027406690051918646,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,3.209307113850251e-11,3.6218852871765346e-11,2.981473128840779e-11,3.132689058663393e-11,2.9457701419473213e-11,2.5464854257300468e-11,0.00012828724313113853,0.05999939151008827
56,443.242_1625.0,-0.19061543068334888,0.5139180721629526,0.00012555439992602068,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,0.03628881479875302,0.003066696978408857,1.6255623368697494e-05,1.5715800120917683e-05,5.164698171522317e-06,8.372051916133954e-06,2.9457701419473213e-11,1.5691423300204401e-06,3.199481148152096e-06,1.845665318083017e-11
57,445.18_1199.0,0.22187091110652177,0.44585490412641043,1.8081063988232277e-05,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,3.209307113850251e-11,8.620938691536743e-07,2.981473128840779e-11,3.132689058663393e-11,2.9457701419473213e-11,2.5464854257300468e-11,2.3828781921550337e-11,0.001130042055307909
58,445.191_1050.0,-0.180267561363161,0.5374329048728316,2.4459455975742074e-11,6.464336309393652e-10,9.183879644371889e-05,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,3.209307113850251e-11,3.6218852871765346e-11,2.981473128840779e-11,3.132689058663393e-11,2.9457701419473213e-11,2.5464854257300468e-11,0.0017774545916652298,1.845665318083017e-11
59,452.168_1024.0,0.23173940068203816,0.42534063035084524,0.0015204360722347967,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,8.456394492708799e-07,3.6218852871765346e-11,2.981473128840779e-11,3.132689058663393e-11,2.9457701419473213e-11,2.5464854257300468e-11,2.3828781921550337e-11,0.03187366848507027
60,459.236_1282.0,-0.1817962017872638,0.5339298948891826,5.397137565943818e-07,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,9.097463617785118e-07,2.074682967999295e-05,2.981473128840779e-11,3.132689058663393e-11,2.9457701419473213e-11,6.928522209134192e-05,0.001038576456382477,1.845665318083017e-11
61,464.181_847.0,0.2234978884543729,0.44243956953766056,1.8435703932275587e-05,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,3.209307113850251e-11,3.6218852871765346e-11,2.981473128840779e-11,3.132689058663393e-11,2.9457701419473213e-11,2.5464854257300468e-11,2.3828781921550337e-11,0.0008763841473169954
62,464.2_1211.0,-0.17217468662673127,0.5561433931872628,4.3490650691513765e-06,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,3.209307113850251e-11,3.6218852871765346e-11,2.981473128840779e-11,3.132689058663393e-11,2.9457701419473213e-11,4.855049952650963e-05,0.002675582277985617,6.793231650574575e-06
63,465.37_2044.0,-0.2786768655582568,0.33464685012323026,0.0001920893778134795,0.01257569778705025,0.03175287375159358,0.00473047786494586,0.0007049885076683766,1.284784728479633e-06,3.209307113850251e-11,7.783594253289063e-06,5.812316296118049e-06,3.132689058663393e-11,2.9457701419473213e-11,2.5464854257300468e-11,2.3828781921550337e-11,1.845665318083017e-11
64,465.37_1966.0,-0.2861659617599363,0.321267948688969,4.023261407500966e-05,6.464336309393652e-10,0.0009679152645687717,0.005534852260891504,0.00969914622615738,3.075912336347084e-06,3.209307113850251e-11,3.6218852871765346e-11,2.981473128840779e-11,3.132689058663393e-11,2.9457701419473213e-11,6.43820151300884e-07,2.3828781921550337e-11,1.845665318083017e-11
65,465.37_1944.0,-0.21978006816347628,0.4502630485573169,8.869846371913079e-05,6.464336309393652e-10,0.0017279550585575598,0.00350363961661214,0.029856744229846934,3.2807414992253214e-05,3.209307113850251e-11,3.6218852871765346e-11,2.981473128840779e-11,3.132689058663393e-11,2.9457701419473213e-11,2.5464854257300468e-11,2.3828781921550337e-11,1.845665318083017e-11
66,466.186_1442.0,0.22315771316586863,0.4431525851596707,3.7846949100201144e-05,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,3.209307113850251e-11,3.6218852871765346e-11,2.981473128840779e-11,3.132689058663393e-11,2.9457701419473213e-11,2.5464854257300468e-11,1.804351110272674e-06,0.0018531072713536927
67,467.387_2205.0,-0.17885184768640877,0.5406860465220698,1.0461754416883112e-05,6.464336309393652e-10,0.00703425335460648,8.65046921084288e-10,4.320892143731895e-05,3.672463249685732e-11,3.209307113850251e-11,8.218506207414897e-07,2.981473128840779e-11,3.132689058663393e-11,2.9457701419473213e-11,2.5464854257300468e-11,2.3828781921550337e-11,1.845665318083017e-11
68,481.293_1687.0,-0.21066868782871223,0.46972013007009533,0.0007408401048874982,6.464336309393652e-10,0.12257443208432076,0.01966209195986747,0.0011601754478044516,4.180759369049991e-05,6.417379077718131e-05,0.00024615947030003326,3.167130381848891e-05,6.767623555327346e-06,1.1499685051929723e-05,3.680611584773699e-05,3.572461142881894e-05,9.183226279989807e-06
69,481.365_1906.0,-0.3216741547237351,0.2620674274806636,4.5036195456114266e-05,0.0063569278036423715,0.030924209735046098,0.07879276742306007,0.02136599752953024,1.238647544028618e-06,3.209307113850251e-11,9.921453003945725e-07,2.981473128840779e-11,3.132689058663393e-11,2.9457701419473213e-11,2.5464854257300468e-11,2.3828781921550337e-11,1.845665318083017e-11
70,483.378_2087.0,-0.19468964190952553,0.5047894178867125,2.4459455975742074e-11,6.464336309393652e-10,0.003230367537378562,8.65046921084288e-10,0.0002800069686034167,3.672463249685732e-11,3.209307113850251e-11,3.6218852871765346e-11,2.981473128840779e-11,3.132689058663393e-11,2.9457701419473213e-11,2.5464854257300468e-11,2.3828781921550337e-11,1.845665318083017e-11
71,483.38_1940.0,-0.19887504912032208,0.49548967695073676,2.4459455975742074e-11,6.464336309393652e-10,0.006830890307393832,0.00026649002083759145,0.00044020765103440127,3.672463249685732e-11,3.209307113850251e-11,3.6218852871765346e-11,2.981473128840779e-11,3.132689058663393e-11,2.9457701419473213e-11,2.5464854257300468e-11,2.3828781921550337e-11,1.845665318083017e-11
72,497.288_1375.0,0.3374212015695843,0.23807632603063064,0.00024413494671855827,6.464336309393652e-10,0.0013570325119809882,5.6139196714387054e-05,1.0161688067904854e-05,3.672463249685732e-11,3.209307113850251e-11,3.6218852871765346e-11,0.003500204406181571,0.0013154605572636105,2.9457701419473213e-11,1.844028428893078e-05,1.2624713965553316e-05,3.884507015807992e-06
73,501.34_1465.0,-0.3422631133692494,0.23098026266921035,0.0007354798187793328,0.03099697132643229,0.0033709800281449495,0.02086077665667698,0.007406814192433585,0.000561917403450941,0.0005222041053954682,0.0007693062706082041,0.0005856261603023146,0.0006116135363269717,0.0005790396989168487,0.0004813537867896087,0.0007542486215577254,0.0002563136225283129
74,503.275_1684.0,-0.2526127716648584,0.38357671538425736,0.0020949938875596437,6.464336309393652e-10,0.1533170242487037,0.06686691081304817,0.004192848108096222,0.00018986995519247528,6.609590828776093e-05,0.0001350425782290395,0.00014767745317778211,5.334750441815533e-05,0.00010035206313427057,0.00015686214288558576,0.00015558750720709251,6.0178929563650756e-05
75,503.275_1415.0,0.11518045587178372,0.694988301043906,0.00025470518187278797,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,8.258552587160762e-06,3.672463249685732e-11,4.9264638591411536e-05,0.00019459669121006144,0.005150720217515094,5.015537565463908e-05,2.2227343587083947e-05,2.543307511486316e-05,1.1039598400505307e-05,3.2742272174868926e-06
