shared name,IDs,cor,p_value,Extract,F_5,F_6,F_7,F_8,F_9,F_10,F_11,F_12,F_13,F_14,F_15,F_16,F_17
138,613.266_874.0,0.9131680256090647,5.121010715103553e-06,0.004161845461303223,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,3.209307113850251e-11,0.00015648890458847233,0.00018411107753104169,0.008826794037288518,0.0002864302914742433,0.0004282159527711964,0.00016393748833909612,6.98195767156397e-05
139,615.279_823.0,0.021303185148541723,0.9423752073255076,4.2675174239282264e-05,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,3.209307113850251e-11,0.005613077060788833,0.00640335622457028,4.150521271060408e-05,5.822991293611244e-06,4.507163218770497e-06,2.5400744337346354e-06,9.304674771398289e-07
140,615.326_1718.0,0.12214117309646673,0.6774354805966291,4.5834702206843815e-05,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,3.209307113850251e-11,0.00011484537983698266,0.0007885552409898148,1.8144000390532866e-05,2.9457701419473213e-11,6.979422673810164e-07,2.3828781921550337e-11,5.744239657188685e-07
141,619.272_729.0,-0.023544003398029006,0.936324489953936,0.00563421183604261,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,3.209307113850251e-11,8.113112159762928e-05,1.790102554445881e-06,0.004691041584445434,0.03999618108198572,0.01976518474540065,0.004982884104589421,0.0003059816582019966
142,621.291_557.0,-0.1301160264131337,0.6575111672782585,0.00010911392251206851,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,3.209307113850251e-11,3.6218852871765346e-11,2.981473128840779e-11,3.132689058663393e-11,1.6832003439864585e-06,0.008686982420587639,0.00020450037051929942,3.747458040144078e-06
143,621.291_1039.0,-0.07347909455433725,0.8028681616607944,0.0006441641567528297,6.464336309393652e-10,3.728594630413419e-06,8.65046921084288e-10,3.423586237287528e-10,1.9637636494120306e-06,2.7868175842330417e-05,0.02080638091346651,0.0018783503874960602,3.949196988120962e-05,0.0008646200406451377,4.863723292196941e-05,3.6034148378275055e-06,3.7341171965549147e-06
144,621.292_435.0,-0.17355533693618752,0.5529319605948011,3.7572661616970125e-05,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,3.209307113850251e-11,3.6218852871765346e-11,2.981473128840779e-11,3.132689058663393e-11,2.6226614453789724e-06,0.00016514835308657682,0.003515106792221643,1.0015004662903505e-05
145,625.301_1176.0,-0.11343801516305221,0.6994049208039868,0.005300558022064338,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,0.03947654589892899,0.02815027373545151,0.0006134168664123571,0.0003587814517036857,5.608751218771778e-05,0.00016252090153959212,0.0002802912642536186,0.0001708175059418599,7.135044816248178e-05
146,625.301_1531.0,-0.19608523224491772,0.5016796465591139,0.0005541126885570808,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,0.050922946392241424,0.010847934053709164,0.00014136444494196402,6.556693444597584e-05,3.0119562914973072e-05,1.787950464015514e-06,1.646738395054488e-05,3.8050867233881086e-05,3.34031834237164e-05,4.935930531134228e-06
147,629.309_1564.0,-0.2210933333365363,0.4474917793050579,9.276828113528465e-05,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,3.209307113850251e-11,3.6218852871765346e-11,2.981473128840779e-11,2.085350586532077e-06,0.0004783247689528487,0.0018168678340853394,0.00351192006913439,2.385671582910646e-05
148,631.311_1040.0,-0.07828959159141913,0.7902167559427942,0.00016646272261560118,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,0.0006955233417977426,2.386100921886879e-05,0.005316734334154344,0.0005718066349197695,4.421280319449925e-06,2.9972542651780278e-06,6.368693303821353e-06,1.177348979104192e-06,1.845665318083017e-11
149,631.324_1759.0,-0.1959918220415903,0.5018875155074431,8.149963522458242e-05,6.464336309393652e-10,1.221705197308997e-10,0.0004992262588228503,0.013589371119121715,0.001210403528928781,1.1510362993817937e-06,1.0714660028921317e-06,8.47702281238514e-07,3.654902720361854e-05,2.9457701419473213e-11,3.8073839995641348e-06,2.1543796275832148e-06,1.845665318083017e-11
150,631.468_1240.0,-0.17789730016918764,0.5428842954192519,2.2868753410167915e-06,6.464336309393652e-10,0.0044638539127888795,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,3.209307113850251e-11,3.6218852871765346e-11,2.981473128840779e-11,3.132689058663393e-11,2.9457701419473213e-11,2.5464854257300468e-11,2.3828781921550337e-11,1.845665318083017e-11
151,633.337_1880.0,-0.2256881412139879,0.4378624272431231,6.888122368504388e-05,1.629164005093902e-05,0.0001248692905793477,0.004962058072737785,0.024372721959796343,1.9211172272154817e-05,3.966783825396757e-06,1.3431605534944695e-05,2.981473128840779e-11,3.132689058663393e-11,2.9457701419473213e-11,2.5464854257300468e-11,2.3828781921550337e-11,1.845665318083017e-11
152,635.244_877.0,-0.10114759590353452,0.7308022319254377,2.1184354026155043e-05,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,0.00018401267280823816,0.0016760332840951065,7.265517685082672e-06,3.132689058663393e-11,2.9457701419473213e-11,2.5464854257300468e-11,6.315242940169936e-07,1.845665318083017e-11
153,635.268_454.0,-0.15001889098804974,0.6087221448785496,0.00034710654460546735,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,3.209307113850251e-11,3.6218852871765346e-11,2.981473128840779e-11,7.409474095282469e-07,0.006883739773552329,0.005765046071402427,0.0004986921334092531,1.5328476597594228e-05
154,637.263_823.0,0.003256521963344229,0.9911846490900635,0.0001555151533907902,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,3.209307113850251e-11,0.012081576215083491,0.011028509824542036,1.6144904358881618e-05,6.14803522123877e-05,6.813695721623272e-05,2.5322677244535994e-05,1.2802842329632315e-05
155,637.283_644.0,-0.07392688865915696,0.801688537309438,0.0007642986769895783,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,3.209307113850251e-11,3.202015264228093e-06,2.981473128840779e-11,1.8821204429221552e-06,0.011714408302916986,0.0009327635660499019,0.0001278538190100605,1.9460079621397058e-05
156,639.28_895.0,0.12065590030618867,0.6811684864774847,0.0009301332310741079,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,3.209307113850251e-11,9.542156344333026e-05,0.02068151038135272,0.00025319746588263654,8.215900559053282e-05,8.86919021371743e-05,8.015859265718005e-06,1.2380093624277713e-05
157,641.294_836.0,0.9241186818131228,2.3367527816098327e-06,0.003451047788148996,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,3.209307113850251e-11,0.0004023406472363159,0.0009867588471713568,0.006783734881175381,0.00016168096738266276,0.0003280877984908789,0.0003031237082626591,3.406363273856226e-05
158,641.294_742.0,0.8295881610132023,0.0002423148699192985,0.003746575195206195,2.0865274147494173e-05,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,3.209307113850251e-11,0.00013153792348086202,0.006558997517724099,0.008130280679657018,0.0002024503263150636,0.0003333798169035324,0.0001353829845314543,5.5812015894853806e-05
159,641.294_776.0,0.20434533141336403,0.4834561699148585,0.00041695592986369873,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,3.209307113850251e-11,3.6218852871765346e-11,0.004495759466989836,0.0005627213395939349,7.11440654883851e-05,0.00012102313236782126,0.0006192181728935607,1.845665318083017e-11
160,643.306_1115.0,-0.071399518095768,0.808351470493432,0.00014479934533837528,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,0.004607716567792264,0.0001427258683862237,0.0005315159179864836,4.7479998246495885e-05,3.132689058663393e-11,2.9457701419473213e-11,2.680250217025597e-06,2.4802797346259914e-06,1.845665318083017e-11
161,643.311_1170.0,-0.05809394673824603,0.843618871947764,0.0003968906797269625,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,0.012806279727270092,4.967374588226252e-05,3.4705044463512794e-05,9.12223165028608e-06,2.4533623158206647e-06,3.996628301738774e-06,2.2620048560510803e-05,9.022598029862597e-06,1.7137529862500134e-06
162,647.307_997.0,0.9124461150954168,5.373219878177408e-06,0.0029792141984865614,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,3.209307113850251e-11,0.00013164619774948526,8.71547168034862e-05,0.006217101433532878,0.00019112193950838056,0.0003571275060099139,8.523008241694714e-05,6.971279242646444e-05
163,649.321_1409.0,-0.06185515870122835,0.8336190139951731,9.998632488060973e-05,6.464336309393652e-10,1.221705197308997e-10,2.20681951094149e-05,3.423586237287528e-10,0.0034143021663831517,6.464513198879194e-05,3.3264281556817597e-06,2.981473128840779e-11,7.704518338200286e-07,9.85287503960612e-07,9.446104131465819e-07,9.011719538006785e-07,1.845665318083017e-11
164,649.322_913.0,-0.05546383074831653,0.8506246303225524,3.350564131082329e-05,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,3.209307113850251e-11,0.0012978475150123377,0.0003167107332080132,1.991146282438151e-06,9.553402983196883e-07,2.5464854257300468e-11,6.676961524049955e-07,1.845665318083017e-11
165,651.277_1006.0,-0.1302247970717074,0.6572408364505342,0.00013353774326180497,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,0.0012373301369038255,0.00018963271632972163,1.7280788291155166e-06,3.132689058663393e-11,2.9457701419473213e-11,1.7790278365731002e-06,5.40608601897471e-07,1.845665318083017e-11
166,657.265_984.0,0.22621323480556402,0.4367686267604536,0.00015211939648660406,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,1.1413329092578765e-06,3.6218852871765346e-11,0.0017846499582732612,0.00021856635265258927,2.68020643205591e-06,5.7863215369643065e-06,2.3828781921550337e-11,1.845665318083017e-11
167,657.284_803.0,0.2270910855459879,0.4349430697947059,0.00018213365280996945,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,3.209307113850251e-11,3.199499398035136e-06,0.0022411572733557665,0.0002811711363760973,6.5267780081374436e-06,1.3538533902061862e-05,2.3828781921550337e-11,1.845665318083017e-11
168,658.285_471.0,-0.1662314108604593,0.5700569539469729,3.6127283387697677e-06,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,3.209307113850251e-11,3.6218852871765346e-11,2.981473128840779e-11,8.315078824859416e-07,2.9457701419473213e-11,2.5464854257300468e-11,0.0010995324194857878,1.4991741988603515e-05
169,659.307_838.0,0.030532182597775806,0.9174766989660066,0.000256342046823436,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,3.209307113850251e-11,0.004692982482182397,0.005217866254108191,4.7237034172187034e-05,1.8734982687510802e-05,2.3519942094213272e-05,5.0597605494192645e-06,2.144872250406311e-06
170,661.282_435.0,-0.16776213881794672,0.5664596872174965,0.0001561677761924329,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,3.209307113850251e-11,1.237101466856102e-06,2.981473128840779e-11,3.132689058663393e-11,2.915906937004034e-06,0.00026332371558848944,0.004898272818084816,2.777226604595392e-05
171,661.287_945.0,0.9091680973982376,6.650460564611378e-06,0.006903554575509108,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,3.209307113850251e-11,0.00021320459163325092,6.634472242854624e-06,0.014945111666216081,0.0004718442640535847,0.0005790093666197323,0.0001680026412428689,3.430614297328581e-05
172,661.301_1080.0,-0.08094774396695442,0.783246273220757,2.0215563319070635e-05,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,2.950703026949236e-06,0.0011035509561437052,3.238042633187179e-05,3.132689058663393e-11,2.9457701419473213e-11,2.5464854257300468e-11,2.3828781921550337e-11,1.845665318083017e-11
173,663.297_712.0,0.06935375157433843,0.8137536232575112,0.00036086907038583544,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,3.209307113850251e-11,6.084164720267006e-06,2.981473128840779e-11,0.0007274920188156432,0.004655694077865853,0.00010679621035068098,2.254755262486568e-05,6.35823648888117e-06
174,664.312_647.0,-0.2163755216549954,0.4574864887530115,0.000295491693560934,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,3.209307113850251e-11,3.6218852871765346e-11,2.981473128840779e-11,3.132689058663393e-11,0.00413729551880652,0.008383435954198543,0.004354027618564955,1.0402116237952306e-05
175,664.312_613.0,-0.20404508385937495,0.4841130558445953,0.00015105543421976394,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,3.209307113850251e-11,3.6218852871765346e-11,9.684751191397852e-07,3.132689058663393e-11,2.9457701419473213e-11,0.005055312370739431,0.003565703650612036,2.8926100976524245e-05
176,665.29_906.0,0.008424629751688575,0.9771969614679508,4.564615123167177e-05,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,3.209307113850251e-11,0.00143092210239204,0.0012186562842202483,1.1546914738595823e-05,4.135518718630002e-06,2.5464854257300468e-11,2.3828781921550337e-11,1.845665318083017e-11
177,665.29_1095.0,-0.09611483128067233,0.7437760518781917,0.0003150374011270732,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,0.003947408777237744,0.0014921604968116697,5.647780484259476e-05,5.495060772636274e-05,3.132689058663393e-11,5.5608014667605875e-06,1.8779581039919196e-05,4.044124342095716e-06,1.845665318083017e-11
178,665.291_1176.0,-0.04410105220759209,0.8810031519174679,0.009846571232435007,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,0.07717843250823618,2.3955772159835983e-05,0.010822762192799477,0.00018476728626062628,5.884894896015156e-05,0.000162820930644081,0.0009931856285041259,0.0010240931349597571,1.7811306570169224e-05
179,666.296_1191.0,0.0014913679782478997,0.9959628352432737,0.0037952435395987726,4.176995296922252e-05,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,0.016872405803827144,0.0004359434659090142,0.00032802047726311796,0.00019837726491633072,0.0001258440444013032,0.00019619102571753736,0.00021128667898918626,2.1879330657503868e-05,0.00015466553075443038
180,667.311_1164.0,-0.09499780735273042,0.7466643147628054,0.02537962303319781,0.000173826949027354,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,0.0016703588041052826,0.12961348915099688,0.004256145774911597,0.0011596649669093633,0.00046413893337531774,0.001082516516470088,0.0022116802383103707,0.0019528974225203183,0.0004794123048227575
181,667.311_1086.0,0.11293595130777691,0.7006791662116032,6.533066870533779e-05,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,6.93436116482005e-07,4.0300294554211755e-06,0.0022192384685875456,1.7217825826253126e-05,1.7110028908074252e-06,8.040643120636719e-07,2.3828781921550337e-11,1.845665318083017e-11
182,667.311_1239.0,-0.11842403882308872,0.6867906819578882,0.0008297417132672901,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,0.005060568683171786,0.0046102244358717836,7.876401003639555e-05,5.55030966705939e-05,1.0870453426023366e-05,1.8471152667628187e-05,4.5251084721801404e-05,1.1140136404013812e-05,7.703633574669258e-06
183,669.289_697.0,0.9087507303177716,6.829594092128285e-06,0.0013705929778969558,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,3.209307113850251e-11,5.1229953945873195e-05,2.981473128840779e-11,0.0034984585156352175,8.110702556069475e-05,0.0001255404613270258,3.818725306094054e-05,2.6758065017306435e-06
184,671.322_1325.0,-0.06939082452391951,0.813655657355731,0.00016618258120185258,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,0.00011955875532591468,3.209307113850251e-11,0.004702490706144688,0.00048437308302725875,6.3756358623801275e-06,1.3210667517945293e-06,1.1049757555485123e-05,7.878626517898554e-07,5.251912759829546e-07
185,671.322_1431.0,-0.0632265776153937,0.8299785812795444,6.27882142150227e-05,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,0.001737811583700285,5.029977062605549e-06,0.00014641461342201683,9.210259408878726e-06,3.132689058663393e-11,2.9457701419473213e-11,2.5464854257300468e-11,2.3828781921550337e-11,1.845665318083017e-11
186,673.285_623.0,-0.07659918480217792,0.7946571457271798,4.594822541513436e-05,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,3.209307113850251e-11,3.6218852871765346e-11,2.981473128840779e-11,3.132689058663393e-11,0.0016583737582110472,3.529035706746131e-05,6.619633103870191e-06,1.845665318083017e-11
187,675.263_460.0,-0.2007947721454293,0.4912509362728456,3.442462232925876e-05,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,3.209307113850251e-11,3.6218852871765346e-11,2.981473128840779e-11,3.132689058663393e-11,1.8019795380049354e-05,0.0015736329488430846,0.0009351842144488866,4.135243821968251e-06
188,675.296_878.0,-0.08372233266172784,0.7759865528186206,1.1699501825309137e-05,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,4.209434144639023e-06,0.0018352483551545985,7.416090965860529e-05,3.132689058663393e-11,7.593949754601896e-06,2.5464854257300468e-11,2.3828781921550337e-11,1.845665318083017e-11
189,677.281_582.0,-0.06909257821704226,0.8144438499593162,0.0013386995993354199,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,3.209307113850251e-11,3.6218852871765346e-11,2.981473128840779e-11,4.4109746182729674e-05,0.02794940916349749,0.0005739185714854199,0.00013437541165271295,3.143957584633474e-05
190,677.35_1087.0,0.09093018853539901,0.757207761723026,7.686643205434629e-05,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,3.209307113850251e-11,0.0004888681013808966,0.0020503680541804886,9.638654146358824e-06,7.167869416572046e-07,1.7582279246179904e-06,2.3828781921550337e-11,1.845665318083017e-11
191,678.289_721.0,-0.16721143311710518,0.5677527760015192,8.211061920229079e-05,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,3.209307113850251e-11,3.6218852871765346e-11,1.0632592363266165e-06,3.132689058663393e-11,4.052651880324382e-05,2.5464854257300468e-11,0.00848027008698751,4.320542412931322e-05
192,678.29_785.0,-0.20286800366878172,0.4866923363961335,7.820776760938332e-05,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,3.209307113850251e-11,3.6218852871765346e-11,6.789728556272155e-07,3.132689058663393e-11,2.0257050787477247e-05,0.0019384334172761232,0.0059510942184745775,3.0039714264106897e-05
193,679.272_896.0,0.17082682875656552,0.5592861484226562,0.0037941625050230124,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,4.200938007916321e-06,0.00044346562985849954,0.025322042297482635,0.0009554686635873514,0.00033068454544326757,0.00036790228070517317,8.859122420522393e-05,8.185254264002168e-05
194,679.296_732.0,-0.03584393558790298,0.9031767991884678,0.0028902482839956584,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,3.209307113850251e-11,3.4885137120848654e-05,1.1198576122728438e-06,0.002132970077898738,0.02246834063034469,0.00936847087669531,0.0027934310075123175,0.00018573311742543872
195,679.305_1346.0,-0.17000926833358476,0.5611960657109392,0.0009153016203851966,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,0.017465714119659234,0.02056741779791525,0.00010505850537927995,7.814621843491178e-05,3.649554582330418e-05,3.8869013265628135e-06,1.703169190423825e-05,6.624078776358195e-05,0.00019518588033598993,1.4966274186276563e-05
196,679.312_861.0,0.10579741254735946,0.7188746850238505,5.096034850923943e-05,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,1.0020959282359889e-05,3.672463249685732e-11,3.209307113850251e-11,1.3780090461474625e-05,0.0019250386058520354,3.50580431748392e-06,2.9457701419473213e-11,2.5464854257300468e-11,2.3828781921550337e-11,1.845665318083017e-11
197,680.303_672.0,-0.16622744386148397,0.5700662888143231,7.555779803370571e-05,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,3.209307113850251e-11,3.6218852871765346e-11,2.981473128840779e-11,3.132689058663393e-11,0.0001502025965124563,4.1548810880701536e-05,0.006831531781438482,0.00013597507136732016
198,680.303_621.0,-0.1715852843659698,0.5575167617693677,9.049228905904481e-06,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,3.209307113850251e-11,3.6218852871765346e-11,6.615771244838337e-07,3.132689058663393e-11,2.9457701419473213e-11,6.033410121988627e-05,0.0027927464304364933,1.5158879528143097e-05
199,680.303_463.0,-0.11188566468525836,0.7033471731019603,0.00025418936985841634,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,3.209307113850251e-11,1.915844042765663e-06,2.981473128840779e-11,3.132689058663393e-11,2.9457701419473213e-11,1.816526724468458e-06,0.00768461667642666,0.0017115362445673003
200,680.303_395.0,0.2271365846029172,0.4348485554792213,8.882091978979769e-05,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,3.209307113850251e-11,3.6218852871765346e-11,2.981473128840779e-11,3.132689058663393e-11,2.9457701419473213e-11,2.5464854257300468e-11,1.0054657805739013e-05,0.002560232022917827
201,681.29_558.0,0.9034696938337458,9.460165107829804e-06,0.0011407348705379454,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,3.209307113850251e-11,5.799146788648131e-05,2.698802223773392e-06,0.002851830374250509,0.00018384265141764284,2.5464854257300468e-11,0.0002740808321398082,3.280592880255654e-05
202,681.29_742.0,0.8373433237591545,0.0001865219870357192,0.007511559063722907,0.00011204732732058082,3.4129627971731655e-06,8.65046921084288e-10,1.1817581781140126e-05,1.1851619901439347e-06,1.3452046452799157e-06,0.0005043632847000284,0.011373145372577529,0.01444671695780063,0.0001736584424740932,0.0005853267729711452,0.00040276963628353154,9.80699970238377e-05
203,681.29_1076.0,0.03249524043981542,0.9121889834459039,0.0009536707519406189,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,3.209307113850251e-11,1.324419681058227e-05,7.184681889637931e-05,0.0012366594854055708,0.008539083876397981,0.002496979533611534,0.0001794578747614206,1.2494125713806186e-05
204,681.29_839.0,0.0013570520729720495,0.9963264289059524,0.00035941831352219396,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,3.209307113850251e-11,0.01072024560986407,0.008104750776458856,9.971435742208977e-05,4.337580295430018e-05,5.908898950605443e-05,3.0887597812482396e-05,7.607383929700579e-06
205,681.31_462.0,-0.11733533672179963,0.689538680986222,7.637925061589685e-05,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,3.209307113850251e-11,3.6218852871765346e-11,2.981473128840779e-11,3.132689058663393e-11,2.9457701419473213e-11,4.0592467787548665e-06,0.003060244461727877,0.0006423872007546528
206,683.283_1400.0,-0.19192498718907408,0.5109757792849611,7.260691000831984e-05,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,0.01475625144522832,0.0016186059308681761,8.275016614698638e-07,3.6218852871765346e-11,2.981473128840779e-11,3.132689058663393e-11,3.7071447656726197e-06,5.454287390421415e-06,2.3828781921550337e-11,1.845665318083017e-11
207,683.303_823.0,0.9136824994955057,4.9472780829318234e-06,0.11779445754503946,0.00278874514188581,0.0001161409521725282,0.00023759108234328833,0.0009068943680418832,1.3907875112535212e-06,4.462155898628745e-05,0.005237816246220323,0.015057500120711068,0.23777666245647433,0.010490976073047288,0.01685300764372745,0.012886847828259993,0.002314938395698033
208,683.303_969.0,0.15439144316503217,0.5981945704822047,0.0029096617860008976,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,3.209307113850251e-11,3.790936062200327e-05,0.05362409544242117,0.0026219804005311233,0.00035159031498924827,0.00034916894200456925,5.2333655594952825e-05,5.2746842463042964e-05
209,683.303_786.0,-0.08038704309309935,0.7847153618802141,0.00040109308747571823,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,3.209307113850251e-11,3.6701856736663905e-05,0.0006520492546577822,0.0006878367406007299,0.002319505722849312,0.001321089439348619,0.004663078587162426,1.3983874914194626e-05
210,684.31_823.0,0.913621584008372,4.967592126559521e-06,0.04832309846215563,0.0009648278485420799,2.0339052873803805e-05,8.700840451883688e-05,0.00029502789974309866,3.672463249685732e-11,1.1841337835165493e-05,0.002142999587990591,0.006093819028409942,0.09749534416249213,0.004144821534382525,0.006825870254538912,0.005205181598250564,0.0008500275574734607
211,685.319_1098.0,-0.10640710754704305,0.7173150555443586,0.001017118730678159,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,0.0067490832244793885,0.0003251855064243443,0.00012013996596686388,9.16557551272559e-06,2.945467901217525e-05,4.414117913548093e-05,9.494061927527306e-06,8.996816245983176e-06
212,688.332_589.0,-0.15384019488949055,0.5995178206349648,0.00024862860597745325,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,3.209307113850251e-11,3.6218852871765346e-11,2.981473128840779e-11,3.132689058663393e-11,0.0024481994998531956,0.0013617364173050502,0.009893747374304178,0.00211538852951203
213,688.332_502.0,-0.15861854394681546,0.5880861484941293,5.916538318169183e-06,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,3.209307113850251e-11,3.6218852871765346e-11,2.981473128840779e-11,3.132689058663393e-11,2.9457701419473213e-11,2.5464854257300468e-11,0.0015595630733799637,8.130988828103963e-05
214,688.332_763.0,-0.12702266172924198,0.6652153803125538,3.9184581420225065e-05,6.464336309393652e-10,1.221705197308997e-10,8.65046921084288e-10,3.423586237287528e-10,3.672463249685732e-11,7.340460115368651e-07,3.6218852871765346e-11,2.981473128840779e-11,3.132689058663393e-11,0.00021464506588795543,0.0032828883816762087,5.511118964760986e-05,0.00012383436853206564
